Zyklusnummer;Charge;Düsentemperatur;Werkzeugtemperatur;Einspritzgeschwindigkeit;Umschaltpunkt;Nachdruckhöhe;Nachdruckzeit;Staudruck;Kühlzeit;Gewicht;OK/N.i.O.;Durchmesser_innen;Durchmesser_außen;Stegbreite_Gelenk;Breite_Lasche;Rundheit_außen;Datum;Messzeit
2385;235;260;50;16;13;600;3;75;15;8,048;---;27,778;46,048;5,348;4,95;0,199;08.10.2021;15:34:33
2386;235;260;50;16;13;600;3;75;15;8,042;---;27,779;46,027;5,385;4,949;0,167;08.10.2021;15:35:06
2387;235;260;50;16;13;600;3;75;15;8,039;---;27,736;46,031;5,406;4,903;0,243;08.10.2021;15:35:40
2388;235;260;50;16;13;600;3;75;15;8,04;---;27,738;46,023;5,388;4,924;0,207;08.10.2021;15:36:13
2389;235;260;50;16;13;600;3;75;15;8,04;---;27,737;46,03;5,383;4,941;0,159;08.10.2021;15:36:47
2390;235;260;50;16;13;600;3;75;15;8,039;---;27,723;46,003;5,387;4,926;0,186;08.10.2021;15:37:31
2391;235;260;50;16;13;600;3;75;15;8,037;---;27,718;46,003;5,373;4,925;0,232;08.10.2021;15:37:58
2392;235;260;50;16;13;600;3;75;15;8,038;---;27,726;46,05;5,375;4,907;0,144;08.10.2021;15:38:26
2393;236;260;50;48;14;500;3;25;15;8,006;Fehler;27,648;46,035;5,142;;0,137;08.10.2021;15:40:50
2394;236;260;50;48;14;500;3;25;15;8,017;---;27,786;45,992;5,285;4,628;0,173;08.10.2021;15:41:33
2395;236;260;50;48;14;500;3;25;15;8,009;---;27,759;46,01;5,363;4,654;0,223;08.10.2021;15:41:59
2396;236;260;50;48;14;500;3;25;15;8,01;---;27,72;46,002;5,383;4,672;0,154;08.10.2021;15:42:31
2397;236;260;50;48;14;500;3;25;15;8,004;---;27,701;46,006;5,373;4,668;0,159;08.10.2021;15:43:03
2398;236;260;50;48;14;500;3;25;15;8,004;---;27,677;46,01;5,364;4,668;0,147;08.10.2021;15:43:36
2399;236;260;50;48;14;500;3;25;15;7,999;---;27,647;45,998;5,356;4,652;0,124;08.10.2021;15:44:09
2400;236;260;50;48;14;500;3;25;15;8,002;---;27,639;45,985;5,356;4,662;0,156;08.10.2021;15:44:47
2401;236;260;50;48;14;500;3;25;15;8,002;---;27,635;45,991;5,345;4,671;0,261;08.10.2021;15:45:17
2402;236;260;50;48;14;500;3;25;15;8;---;27,624;46,021;5,345;4,654;0,149;08.10.2021;15:45:47
2403;237;260;50;48;13;600;5;75;20;8,006;Fehler;27,422;46,086;5,266;;0,228;08.10.2021;15:48:01
2404;237;260;50;48;13;600;5;75;20;8,031;---;27,746;46,016;5,03;4,665;0,23;08.10.2021;15:48:44
2405;237;260;50;48;13;600;5;75;20;8,029;---;27,828;46,094;5,216;4,664;0,247;08.10.2021;15:49:10
2406;237;260;50;48;13;600;5;75;20;8,025;---;27,853;46,099;5,312;4,689;0,223;08.10.2021;15:49:53
2407;237;260;50;48;13;600;5;75;20;8,026;---;27,854;46,092;5,287;4,689;0,234;08.10.2021;15:50:33
2408;237;260;50;48;13;600;5;75;20;8,028;---;27,849;46,086;5,317;4,694;0,176;08.10.2021;15:51:08
2409;237;260;50;48;13;600;5;75;20;8,026;---;27,794;46,004;5,323;4,684;0,336;08.10.2021;15:52:38
2410;237;260;50;48;13;600;5;75;20;8,024;---;27,795;46,023;5,321;4,682;0,26;08.10.2021;15:52:47
2411;237;260;50;48;13;600;5;75;20;8,025;---;27,8;46,09;5,33;4,684;0,205;08.10.2021;15:53:11
2412;237;260;50;48;13;600;5;75;20;8,025;---;27,8;46,112;5,346;4,682;0,214;08.10.2021;15:53:48
2413;238;260;50;16;14;600;3;75;20;8,015;Fehler;27,533;46,002;5,275;;0,268;08.10.2021;15:58:57
2414;238;260;50;16;14;600;3;75;20;8,03;---;27,622;46,027;5,278;4,781;0,18;08.10.2021;15:59:35
2415;238;260;50;16;14;600;3;75;20;8,024;---;27,586;46;5,337;4,782;0,151;08.10.2021;16:00:16
2416;238;260;50;16;14;600;3;75;20;8,022;---;27,536;46,012;5,306;4,785;0,134;08.10.2021;16:00:53
2417;238;260;50;16;14;600;3;75;20;8,022;---;27,505;46,011;5,272;4,786;0,145;08.10.2021;16:01:31
2418;238;260;50;16;14;600;3;75;20;8,016;---;27,489;46,014;5,259;4,781;0,173;08.10.2021;16:02:11
2419;238;260;50;16;14;600;3;75;20;8,015;---;27,487;45,996;5,251;4,78;0,215;08.10.2021;16:02:49
2420;238;260;50;16;14;600;3;75;20;8,017;---;27,485;45,989;5,254;4,78;0,176;08.10.2021;16:03:28
2421;238;260;50;16;14;600;3;75;20;8,012;---;27,477;45,983;5,246;4,777;0,226;08.10.2021;16:04:06
2422;238;260;50;16;14;600;3;75;20;8,014;---;27,484;45,952;5,248;4,779;0,252;08.10.2021;16:04:51
2423;239;260;50;16;13;500;3;75;15;8,046;Fehler;27,741;46,077;5,276;;0,208;08.10.2021;16:08:19
2424;239;260;50;16;13;500;3;75;15;8,056;---;27,711;45,924;5,275;4,958;0,233;08.10.2021;16:10:02
2425;239;260;50;16;13;500;3;75;15;8,065;---;27,823;46,03;5,385;5,047;0,219;08.10.2021;16:10:24
2426;239;260;50;16;13;500;3;75;15;8,047;---;27,802;46,052;5,402;4,954;0,128;08.10.2021;16:10:52
2427;239;260;50;16;13;500;3;75;15;8,042;---;27,748;46,023;5,388;4,95;0,213;08.10.2021;16:11:30
2428;239;260;50;16;13;500;3;75;15;8,043;---;27,738;46,038;5,353;4,944;0,136;08.10.2021;16:12:01
2429;239;260;50;16;13;500;3;75;15;8,039;---;27,737;46,044;5,378;4,924;0,136;08.10.2021;16:12:33
2430;239;260;50;16;13;500;3;75;15;8,041;---;27,733;46,037;5,36;4,929;0,105;08.10.2021;16:13:07
2431;239;260;50;16;13;500;3;75;15;8,038;---;27,729;46,039;5,38;4,915;0,223;08.10.2021;16:13:40
2432;239;260;50;16;13;500;3;75;15;8,035;---;27,711;45,955;5,378;4,907;0,238;08.10.2021;16:14:21
2433;240;260;50;16;13;600;5;75;20;8,053;---;27,773;46,066;5,194;4,58;0,223;08.10.2021;16:16:50
2434;240;260;50;16;13;600;5;75;20;8,056;---;27,831;46,039;5,273;4,917;0,157;08.10.2021;16:17:34
2435;240;260;50;16;13;600;5;75;20;8,051;---;27,794;46,025;5,361;4,915;0,13;08.10.2021;16:18:54
2436;240;260;50;16;13;600;5;75;20;8,049;---;27,804;45,999;5,386;4,912;0,161;08.10.2021;16:19:08
2437;240;260;50;16;13;600;5;75;20;8,046;---;27,784;46,033;5,381;4,952;0,179;08.10.2021;16:19:33
2438;240;260;50;16;13;600;5;75;20;8,046;Fehler;27,746;45,984;0,93;;0,219;08.10.2021;16:20:23
2439;240;260;50;16;13;600;5;75;20;8,047;---;27,747;46,036;5,37;4,933;0,146;08.10.2021;16:20:55
2440;240;260;50;16;13;600;5;75;20;8,041;---;27,738;46,045;5,387;4,92;0,193;08.10.2021;16:21:34
2441;240;260;50;16;13;600;5;75;20;8,04;---;27,736;46,031;5,401;4,911;0,127;08.10.2021;16:22:17
2442;240;260;50;16;13;600;5;75;20;8,042;---;27,728;46,051;5,391;4,913;0,147;08.10.2021;16:22:57
2443;241;260;50;48;13;600;3;75;20;8,027;Fehler;27,552;46,104;5,148;;0,208;08.10.2021;16:30:24
2444;241;260;50;48;13;600;3;75;20;8,036;---;27,678;46,089;5,133;4,665;0,191;08.10.2021;16:31:02
2445;241;260;50;48;13;600;3;75;20;8,031;---;27,829;46,082;5,263;4,684;0,216;08.10.2021;16:31:40
2446;241;260;50;48;13;600;3;75;20;8,032;---;27,9;46,102;5,357;4,69;0,204;08.10.2021;16:32:19
2447;241;260;50;48;13;600;3;75;20;8,03;---;27,867;46,121;5,292;4,694;0,335;08.10.2021;16:32:57
2448;241;260;50;48;13;600;3;75;20;8,029;---;27,827;46,096;5,296;4,682;0,262;08.10.2021;16:33:35
2449;241;260;50;48;13;600;3;75;20;8,026;---;27,81;46,078;5,32;4,694;0,184;08.10.2021;16:34:14
2450;241;260;50;48;13;600;3;75;20;8,027;---;27,805;46,076;5,326;4,691;0,209;08.10.2021;16:34:52
2451;241;260;50;48;13;600;3;75;20;8,029;---;27,809;46,099;5,327;4,694;0,261;08.10.2021;16:35:29
2452;241;260;50;48;13;600;3;75;20;8,027;---;27,788;46,086;5,353;4,692;0,221;08.10.2021;16:36:08
2453;242;260;50;48;14;500;3;25;20;7,995;Fehler;27,413;46,064;5,24;;0,163;08.10.2021;16:38:37
2454;242;260;50;48;14;500;3;25;20;8,021;---;27,785;46,011;5,335;4,657;0,2;08.10.2021;16:39:22
2455;242;260;50;48;14;500;3;25;20;8,015;---;27,744;45,997;5,325;4,666;0,2;08.10.2021;16:40:02
2456;242;260;50;48;14;500;3;25;20;8,011;---;27,722;46,004;5,397;4,673;0,112;08.10.2021;16:40:33
2457;242;260;50;48;14;500;3;25;20;8,008;---;27,675;46,025;5,374;4,71;0,14;08.10.2021;16:41:10
2458;242;260;50;48;14;500;3;25;20;8,006;---;27,66;46,01;5,367;4,66;0,17;08.10.2021;16:41:48
2459;242;260;50;48;14;500;3;25;20;8,004;---;27,662;46,005;5,355;4,667;0,177;08.10.2021;16:42:26
2460;242;260;50;48;14;500;3;25;20;8,003;---;27,646;46,004;5,352;4,657;0,225;08.10.2021;16:43:04
2461;242;260;50;48;14;500;3;25;20;8,003;---;27,629;45,993;5,347;4,661;0,241;08.10.2021;16:43:43
2462;242;260;50;48;14;500;3;25;20;8,003;---;27,629;46,004;5,346;4,656;0,205;08.10.2021;16:44:20
2463;243;260;50;48;14;600;3;25;20;8,004;Fehler;27,582;46,042;1,787;;0,276;08.10.2021;16:46:17
2464;243;260;50;48;14;600;3;25;20;8,019;---;27,765;46,022;5,367;4,647;0,135;08.10.2021;16:46:58
2465;243;260;50;48;14;600;3;25;20;8,014;---;27,736;46,026;5,366;4,663;0,18;08.10.2021;16:47:34
2466;243;260;50;48;14;600;3;25;20;8,007;---;27,715;46,022;5,375;4,665;0,232;08.10.2021;16:48:12
2467;243;260;50;48;14;600;3;25;20;8,006;---;27,693;46,007;5,363;4,665;0,185;08.10.2021;16:48:51
2468;243;260;50;48;14;600;3;25;20;8,005;---;27,672;46,017;5,358;4,677;0,134;08.10.2021;16:49:27
2469;243;260;50;48;14;600;3;25;20;8,006;---;27,662;46,009;5,357;4,666;0,229;08.10.2021;16:50:05
2470;243;260;50;48;14;600;3;25;20;8,002;---;27,644;46,008;5,352;4,667;0,2;08.10.2021;16:50:44
2471;243;260;50;48;14;600;3;25;20;8,003;---;27,646;45,991;5,344;4,667;0,164;08.10.2021;16:51:23
2472;243;260;50;48;14;600;3;25;20;8,002;---;27,632;46,017;5,337;4,67;0,143;08.10.2021;16:51:59
2473;244;260;50;16;13;500;5;25;15;8,046;---;27,734;46,068;5,192;4,183;0,189;08.10.2021;16:54:07
2474;244;260;50;16;13;500;5;25;15;8,051;---;27,836;46,018;5,233;4,94;0,176;08.10.2021;16:54:53
2475;244;260;50;16;13;500;5;25;15;8,049;---;27,774;46,037;5,278;4,946;0,172;08.10.2021;16:55:21
2476;244;260;50;16;13;500;5;25;15;8,044;---;27,794;46,026;5,288;4,945;0,199;08.10.2021;16:55:56
2477;244;260;50;16;13;500;5;25;15;8,039;---;27,766;46,038;5,37;4,944;0,116;08.10.2021;16:56:31
2478;244;260;50;16;13;500;5;25;15;8,04;---;27,749;46,027;5,372;4,934;0,193;08.10.2021;16:57:05
2479;244;260;50;16;13;500;5;25;15;8,039;---;27,738;46,035;5,374;4,933;0,13;08.10.2021;16:57:41
2480;244;260;50;16;13;500;5;25;15;8,036;---;27,737;46,036;5,376;4,91;0,177;08.10.2021;16:58:16
2481;244;260;50;16;13;500;5;25;15;8,037;---;27,717;45,996;5,382;4,93;0,186;08.10.2021;16:59:01
2482;244;260;50;16;13;500;5;25;15;8,038;---;27,712;45,968;5,386;4,942;0,251;08.10.2021;16:59:36
2483;245;260;50;16;14;500;3;25;20;8,024;---;27,557;46,021;5,26;4,083;0,245;08.10.2021;17:02:49
2484;245;260;50;16;14;500;3;25;20;8,025;---;27,602;45,969;5,271;4,78;0,287;08.10.2021;17:03:39
2485;245;260;50;16;14;500;3;25;20;8,02;---;27,575;45,987;5,309;4,781;0,202;08.10.2021;17:04:12
2486;245;260;50;16;14;500;3;25;20;8,019;---;27,537;46,006;5,324;4,786;0,193;08.10.2021;17:04:44
2487;245;260;50;16;14;500;3;25;20;8,015;---;27,507;46,013;5,287;4,779;0,169;08.10.2021;17:05:23
2488;245;260;50;16;14;500;3;25;20;8,012;---;27,492;45,999;5,263;4,78;0,208;08.10.2021;17:06:01
2489;245;260;50;16;14;500;3;25;20;8,012;---;27,484;45,994;5,261;4,772;0,165;08.10.2021;17:06:40
2490;245;260;50;16;14;500;3;25;20;8,013;---;27,479;45,99;5,256;4,765;0,147;08.10.2021;17:07:18
2491;245;260;50;16;14;500;3;25;20;8,012;---;27,478;45,987;5,251;4,775;0,168;08.10.2021;17:07:57
2492;245;260;50;16;14;500;3;25;20;8,013;---;27,482;45,953;5,251;4,775;0,253;08.10.2021;17:08:35
2493;246;260;50;16;14;600;3;75;15;7,999;Fehler;27,537;46,002;5,275;;0,261;08.10.2021;17:10:43
2494;246;260;50;16;14;600;3;75;15;8,021;---;27,602;46,006;5,097;4,776;0,203;08.10.2021;17:11:17
2495;246;260;50;16;14;600;3;75;15;8,02;---;27,585;45,983;5,269;4,783;0,197;08.10.2021;17:11:51
2496;246;260;50;16;14;600;3;75;15;8,017;---;27,539;46;5,357;4,784;0,148;08.10.2021;17:12:24
2497;246;260;50;16;14;600;3;75;15;8,013;---;27,504;46,002;5,326;4,769;0,193;08.10.2021;17:12:57
2498;246;260;50;16;14;600;3;75;15;8,013;---;27,5;46,001;5,288;4,775;0,151;08.10.2021;17:13:30
2499;246;260;50;16;14;600;3;75;15;8,011;---;27,49;45,991;5,279;4,761;0,12;08.10.2021;17:14:04
2500;246;260;50;16;14;600;3;75;15;8,009;---;27,485;45,983;5,261;4,775;0,217;08.10.2021;17:14:38
2501;246;260;50;16;14;600;3;75;15;8,009;---;27,462;45,968;5,251;4,771;0,227;08.10.2021;17:15:20
2502;246;260;50;16;14;600;3;75;15;8,009;---;27,472;45,919;5,254;4,776;0,245;08.10.2021;17:15:53
2503;247;260;50;48;13;500;3;75;20;8,015;Fehler;27,556;46,109;5,128;;0,234;08.10.2021;17:18:25
2504;247;260;50;48;13;500;3;75;20;8,03;---;27,694;46,071;5,111;4,69;0,21;08.10.2021;17:19:01
2505;247;260;50;48;13;500;3;75;20;8,026;---;27,782;46,064;5,197;4,692;0,254;08.10.2021;17:19:42
2506;247;260;50;48;13;500;3;75;20;8,027;---;27,862;46,12;5,316;4,69;0,184;08.10.2021;17:20:18
2507;247;260;50;48;13;500;3;75;20;8,026;---;27,855;46,088;5,284;4,696;0,243;08.10.2021;17:20:56
2508;247;260;50;48;13;500;3;75;20;8,027;---;27,832;46,059;5,307;4,693;0,191;08.10.2021;17:21:35
2509;247;260;50;48;13;500;3;75;20;8,023;---;27,81;46,064;5,325;4,692;0,213;08.10.2021;17:22:12
2510;247;260;50;48;13;500;3;75;20;8,025;---;27,811;46,077;5,324;4,689;0,225;08.10.2021;17:22:51
2511;247;260;50;48;13;500;3;75;20;8,024;---;27,806;46,074;5,333;4,689;0,267;08.10.2021;17:23:29
2512;247;260;50;48;13;500;3;75;20;8,026;---;27,804;46,095;5,343;4,69;0,204;08.10.2021;17:24:05
2513;248;260;50;16;13;500;5;75;15;8,05;---;27,801;46,066;5,197;4,374;0,298;08.10.2021;17:25:58
2514;248;260;50;16;13;500;5;75;15;8,057;---;27,84;46,022;5,312;4,948;0,218;08.10.2021;17:26:37
2515;248;260;50;16;13;500;5;75;15;8,05;---;27,838;46,04;5,353;4,964;0,139;08.10.2021;17:27:11
2516;248;260;50;16;13;500;5;75;15;8,047;---;27,807;46,043;5,351;4,978;0,184;08.10.2021;17:27:45
2517;248;260;50;16;13;500;5;75;15;8,046;---;27,78;45,999;5,37;4,96;0,158;08.10.2021;17:28:32
2518;248;260;50;16;13;500;5;75;15;8,041;---;27,737;45,986;5,386;4,921;0,178;08.10.2021;17:29:07
2519;248;260;50;16;13;500;5;75;15;8,041;---;27,737;46,036;5,382;4,884;0,223;08.10.2021;17:29:32
2520;248;260;50;16;13;500;5;75;15;8,038;---;27,741;46,045;5,382;4,895;0,208;08.10.2021;17:30:07
2521;248;260;50;16;13;500;5;75;15;8,041;---;27,728;46,043;5,388;4,939;0,16;08.10.2021;17:31:18
2522;248;260;50;16;13;500;5;75;15;8,042;---;27,714;46,01;5,38;4,938;0,156;08.10.2021;17:31:31
2523;249;260;50;48;14;600;5;75;15;8,021;---;27,662;46,054;5,249;2,636;0,218;08.10.2021;17:33:34
2524;249;260;50;48;14;600;5;75;15;8,017;---;27,756;46,019;5,325;4,653;0,167;08.10.2021;17:34:10
2525;249;260;50;48;14;600;5;75;15;8,016;---;27,788;46,023;5,374;4,694;0,275;08.10.2021;17:34:46
2526;249;260;50;48;14;600;5;75;15;8,013;---;27,735;45,983;5,385;4,667;0,226;08.10.2021;17:35:20
2527;249;260;50;48;14;600;5;75;15;8,009;---;27,708;46,022;5,373;4,664;0,2;08.10.2021;17:35:56
2528;249;260;50;48;14;600;5;75;15;8,006;---;27,677;46,004;5,368;4,645;0,17;08.10.2021;17:36:30
2529;249;260;50;48;14;600;5;75;15;8,004;---;27,66;46,016;5,357;4,654;0,215;08.10.2021;17:37:04
2530;249;260;50;48;14;600;5;75;15;8,006;---;27,652;46,011;5,356;4,656;0,153;08.10.2021;17:37:39
2531;249;260;50;48;14;600;5;75;15;8,006;---;27,647;45,999;5,356;4,654;0,12;08.10.2021;17:38:17
2532;249;260;50;48;14;600;5;75;15;8,006;---;27,646;46,009;5,351;4,657;0,233;08.10.2021;17:38:49
2533;250;260;50;48;14;600;3;75;20;7,997;Fehler;27,537;46,031;5,321;;0,156;08.10.2021;17:40:59
2534;250;260;50;48;14;600;3;75;20;8,017;---;27,764;46,019;5,349;4,62;0,217;08.10.2021;17:41:39
2535;250;260;50;48;14;600;3;75;20;8,014;---;27,774;46,018;5,373;4,675;0,19;08.10.2021;17:42:15
2536;250;260;50;48;14;600;3;75;20;8,012;---;27,721;46,011;5,403;4,751;0,193;08.10.2021;17:42:54
2537;250;260;50;48;14;600;3;75;20;8,01;---;27,699;45,986;5,379;4,652;0,174;08.10.2021;17:43:37
2538;250;260;50;48;14;600;3;75;20;8,008;---;27,666;45,96;5,365;4,661;0,243;08.10.2021;17:44:30
2539;250;260;50;48;14;600;3;75;20;8,006;---;27,654;45,991;5,357;4,66;0,154;08.10.2021;17:44:55
2540;250;260;50;48;14;600;3;75;20;8,007;---;27,651;46,008;5,355;4,666;0,171;08.10.2021;17:45:25
2541;250;260;50;48;14;600;3;75;20;8,005;---;27,641;45,995;5,347;4,663;0,122;08.10.2021;17:46:05
2542;250;260;50;48;14;600;3;75;20;8,006;---;27,643;46,003;5,35;4,661;0,123;08.10.2021;17:46:40
2543;251;260;50;16;14;500;5;25;15;8,012;Fehler;27,525;45,983;5,217;;0,226;08.10.2021;17:48:47
2544;251;260;50;16;14;500;5;25;15;8,024;---;27,609;45,983;5,179;4,773;0,265;08.10.2021;17:49:21
2545;251;260;50;16;14;500;5;25;15;8,021;---;27,604;45,989;5,284;4,778;0,15;08.10.2021;17:49:55
2546;251;260;50;16;14;500;5;25;15;8,016;---;27,522;46,008;5,327;4,78;0,197;08.10.2021;17:51:05
2547;251;260;50;16;14;500;5;25;15;8,015;---;27,514;45,938;5,325;4,778;0,278;08.10.2021;17:51:17
2548;251;260;50;16;14;500;5;25;15;8,012;---;27,506;45,982;5,289;4,782;0,173;08.10.2021;17:51:40
2549;251;260;50;16;14;500;5;25;15;8,013;---;27,487;45,966;5,275;4,773;0,155;08.10.2021;17:52:18
2550;251;260;50;16;14;500;5;25;15;8,011;---;27,489;45,992;5,261;4,777;0,164;08.10.2021;17:52:52
2551;251;260;50;16;14;500;5;25;15;8,01;---;27,479;45,999;5,257;4,774;0,147;08.10.2021;17:53:28
2552;251;260;50;16;14;500;5;25;15;8,003;---;27,475;45,998;5,253;4,773;0,211;08.10.2021;17:54:04
2553;252;260;50;16;13;600;5;25;15;8,072;---;27,766;46,079;5,197;4,643;0,236;08.10.2021;17:58:34
2554;252;260;50;16;13;600;5;25;15;8,05;---;27,784;46,072;5,273;4,816;0,263;08.10.2021;17:59:11
2555;252;260;50;16;13;600;5;25;15;8,048;---;27,807;46,044;5,351;4,943;0,216;08.10.2021;17:59:46
2556;252;260;50;16;13;600;5;25;15;8,045;---;27,767;45,976;5,347;4,942;0,171;08.10.2021;18:00:57
2557;252;260;50;16;13;600;5;25;15;8,043;---;27,757;45,989;5,381;4,942;0,186;08.10.2021;18:01:11
2558;252;260;50;16;13;600;5;25;15;8,042;---;27,743;46,021;5,39;4,921;0,173;08.10.2021;18:01:33
2559;252;260;50;16;13;600;5;25;15;8,038;---;27,743;46,032;5,391;4,918;0,128;08.10.2021;18:02:09
2560;252;260;50;16;13;600;5;25;15;8,038;---;27,732;46,023;5,407;4,9;0,175;08.10.2021;18:02:46
2561;252;260;50;16;13;600;5;25;15;8,04;---;27,712;45,968;5,397;4,895;0,241;08.10.2021;18:03:40
2562;252;260;50;16;13;600;5;25;15;8,038;---;27,687;45,995;5,367;4,895;0,186;08.10.2021;18:04:11
2563;253;260;50;48;13;500;5;75;15;8,021;Fehler;27,543;46,096;5,111;;0,254;08.10.2021;18:06:32
2564;253;260;50;48;13;500;5;75;15;8,034;---;27,714;46,064;5,225;4,682;0,213;08.10.2021;18:07:07
2565;253;260;50;48;13;500;5;75;15;8,028;---;27,809;46,104;5,356;4,687;0,24;08.10.2021;18:07:44
2566;253;260;50;48;13;500;5;75;15;8,027;---;27,89;46,073;5,37;4,693;0,304;08.10.2021;18:08:22
2567;253;260;50;48;13;500;5;75;15;8,026;---;27,861;46,076;5,308;4,696;0,245;08.10.2021;18:08:55
2568;253;260;50;48;13;500;5;75;15;8,025;---;27,821;46,06;5,313;4,693;0,183;08.10.2021;18:09:32
2569;253;260;50;48;13;500;5;75;15;8,025;---;27,799;46,082;5,339;4,684;0,28;08.10.2021;18:10:03
2570;253;260;50;48;13;500;5;75;15;8,021;---;27,798;46,045;5,328;4,682;0,182;08.10.2021;18:10:38
2571;253;260;50;48;13;500;5;75;15;8,022;---;27,795;46,077;5,339;4,682;0,208;08.10.2021;18:11:13
2572;253;260;50;48;13;500;5;75;15;8,022;---;27,791;46,063;5,347;4,686;0,293;08.10.2021;18:11:50
2573;254;260;50;16;13;600;3;25;20;8,054;---;27,803;46,074;5,291;4,303;0,274;08.10.2021;18:14:32
2574;254;260;50;16;13;600;3;25;20;8,059;---;27,843;46,065;5,361;4,929;0,141;08.10.2021;18:15:10
2575;254;260;50;16;13;600;3;25;20;8,055;---;27,822;46,051;5,322;4,989;0,192;08.10.2021;18:15:48
2576;254;260;50;16;13;600;3;25;20;8,047;---;27,824;46,056;5,382;4,965;0,156;08.10.2021;18:16:26
2577;254;260;50;16;13;600;3;25;20;8,045;---;27,784;46,04;5,381;4,959;0,261;08.10.2021;18:17:06
2578;254;260;50;16;13;600;3;25;20;8,043;---;27,743;46,039;5,381;4,953;0,124;08.10.2021;18:17:44
2579;254;260;50;16;13;600;3;25;20;8,043;---;27,749;46,032;5,383;4,94;0,161;08.10.2021;18:18:22
2580;254;260;50;16;13;600;3;25;20;8,042;---;27,743;46,019;5,386;4,93;0,188;08.10.2021;18:19:03
2581;254;260;50;16;13;600;3;25;20;8,04;---;27,739;46,043;5,378;4,937;0,181;08.10.2021;18:19:41
2582;254;260;50;16;13;600;3;25;20;8,04;---;27,73;46,037;5,38;4,933;0,13;08.10.2021;18:20:19
2583;255;260;50;16;14;500;5;75;20;8,032;---;27,588;46,016;5,241;4,552;0,3;08.10.2021;18:23:06
2584;255;260;50;16;14;500;5;75;20;8,026;---;27,627;46,01;5,327;4,789;0,195;08.10.2021;18:23:46
2585;255;260;50;16;14;500;5;75;20;8,024;---;27,599;45,999;5,354;4,785;0,219;08.10.2021;18:24:27
2586;255;260;50;16;14;500;5;75;20;8,019;---;27,536;45,994;5,317;4,782;0,251;08.10.2021;18:25:08
2587;255;260;50;16;14;500;5;75;20;8,019;---;27,509;46;5,276;4,782;0,171;08.10.2021;18:25:48
2588;255;260;50;16;14;500;5;75;20;8,016;---;27,498;45,987;5,258;4,784;0,195;08.10.2021;18:26:29
2589;255;260;50;16;14;500;5;75;20;8,017;---;27,484;45,982;5,262;4,784;0,163;08.10.2021;18:27:50
2590;255;260;50;16;14;500;5;75;20;8,017;---;27,487;45,959;5,254;4,783;0,193;08.10.2021;18:28:31
2591;255;260;50;16;14;500;5;75;20;8,018;---;27,476;45,949;5,251;4,781;0,242;08.10.2021;18:28:49
2592;255;260;50;16;14;500;5;75;20;8,018;---;27,456;45,902;5,248;4,775;0,24;08.10.2021;18:29:52
2593;256;260;50;16;13;600;5;25;20;8,04;Fehler;27,656;46,078;5,3;;0,145;08.10.2021;18:32:33
2594;256;260;50;16;13;600;5;25;20;8,054;---;27,73;46,073;5,215;4,913;0,201;08.10.2021;18:33:14
2595;256;260;50;16;13;600;5;25;20;8,055;---;27,795;46,036;5,305;4,947;0,194;08.10.2021;18:33:55
2596;256;260;50;16;13;600;5;25;20;8,05;---;27,799;46,049;5,32;4,939;0,193;08.10.2021;18:34:36
2597;256;260;50;16;13;600;5;25;20;8,047;---;27,777;46,035;5,355;4,948;0,126;08.10.2021;18:35:15
2598;256;260;50;16;13;600;5;25;20;8,049;---;27,749;46,012;5,361;4,96;0,182;08.10.2021;18:36:03
2599;256;260;50;16;13;600;5;25;20;8,045;---;27,733;46,012;5,38;4,944;0,208;08.10.2021;18:36:42
2600;256;260;50;16;13;600;5;25;20;8,047;---;27,741;46,029;5,379;4,944;0,203;08.10.2021;18:37:16
2601;256;260;50;16;13;600;5;25;20;8,047;---;27,735;46,029;5,381;4,937;0,182;08.10.2021;18:37:57
2602;256;260;50;16;13;600;5;25;20;8,045;---;27,728;46,02;5,385;4,93;0,206;08.10.2021;18:38:39
2603;257;260;50;48;13;500;3;25;15;8,007;Fehler;27,545;46,102;5,168;;0,226;08.10.2021;18:41:38
2604;257;260;50;48;13;500;3;25;15;8,028;---;27,666;46,051;5,058;4,681;0,158;08.10.2021;18:42:12
2605;257;260;50;48;13;500;3;25;15;8,027;---;27,821;46,075;5,323;4,689;0,196;08.10.2021;18:42:44
2606;257;260;50;48;13;500;3;25;15;8,021;---;27,877;46,076;5,328;4,694;0,23;08.10.2021;18:43:16
2607;257;260;50;48;13;500;3;25;15;8,019;---;27,839;46,053;5,31;4,69;0,262;08.10.2021;18:43:50
2608;257;260;50;48;13;500;3;25;15;8,017;---;27,826;46,104;5,312;4,691;0,212;08.10.2021;18:44:22
2609;257;260;50;48;13;500;3;25;15;8,017;---;27,796;46,065;5,311;4,687;0,26;08.10.2021;18:45:02
2610;257;260;50;48;13;500;3;25;15;8,018;---;27,788;46,062;5,327;4,686;0,235;08.10.2021;18:45:35
2611;257;260;50;48;13;500;3;25;15;8,017;---;27,773;46,037;5,338;4,684;0,231;08.10.2021;18:46:18
2612;257;260;50;48;13;500;3;25;15;8,02;---;27,788;46,041;5,348;4,684;0,242;08.10.2021;18:46:42
2613;258;260;50;48;14;500;3;75;15;8,02;---;27,614;46,015;5,32;4,148;0,244;08.10.2021;18:49:43
2614;258;260;50;48;14;500;3;75;15;8,013;---;27,765;46,024;5,387;4,651;0,158;08.10.2021;18:50:12
