Zyklusnummer;Charge;Düsentemperatur;Werkzeugtemperatur;Einspritzgeschwindigkeit;Umschaltpunkt;Nachdruckhöhe;Nachdruckzeit;Staudruck;Kühlzeit;Gewicht;OK/N.i.O.;Durchmesser_innen;Durchmesser_außen;Stegbreite_Gelenk;Breite_Lasche;Rundheit_außen;Datum;Messzeit
1422;138;255;45;32;13,5;550;4;50;20;8,048;---;27,761;46,025;5,369;4,682;0,186;07.10.2021;11:12:39
1423;139;255;45;16;13,5;550;4;50;17,5;8,092;---;27,796;46,028;5,275;4,634;0,136;07.10.2021;11:16:16
1424;139;255;45;16;13,5;550;4;50;17,5;8,069;---;27,752;46,013;5,413;4,69;0,21;07.10.2021;11:16:53
1425;139;255;45;16;13,5;550;4;50;17,5;8,064;---;27,747;46,016;5,406;4,824;0,188;07.10.2021;11:17:30
1426;139;255;45;16;13,5;550;4;50;17,5;8,062;---;27,738;46,008;5,408;4,888;0,156;07.10.2021;11:18:08
1427;139;255;45;16;13,5;550;4;50;17,5;8,058;---;27,714;46,01;5,39;4,887;0,109;07.10.2021;11:18:44
1428;139;255;45;16;13,5;550;4;50;17,5;8,058;---;27,705;45,997;5,388;4,885;0,197;07.10.2021;11:19:21
1429;139;255;45;16;13,5;550;4;50;17,5;8,053;---;27,673;46,008;5,39;4,864;0,194;07.10.2021;11:20:00
1430;139;255;45;16;13,5;550;4;50;17,5;8,051;---;27,669;46,009;5,389;4,863;0,158;07.10.2021;11:20:35
1431;139;255;45;16;13,5;550;4;50;17,5;8,052;---;27,652;46,003;5,386;4,846;0,159;07.10.2021;11:21:11
1432;139;255;45;16;13,5;550;4;50;17,5;8,051;---;27,643;46,02;5,376;4,856;0,112;07.10.2021;11:21:48
1433;140;255;45;48;13,5;550;4;50;17,5;8,052;---;27,773;45,906;5,355;4,669;0,219;07.10.2021;12:28:11
1434;140;255;45;48;13,5;550;4;50;17,5;8,038;Fehler;27,568;46,052;5,233;;0,198;07.10.2021;12:28:56
1435;140;255;45;48;13,5;550;4;50;17,5;8,055;---;27,773;46,041;5,307;4,606;0,208;07.10.2021;12:29:26
1436;140;255;45;48;13,5;550;4;50;17,5;8,053;---;27,842;46,062;5,238;4,673;0,226;07.10.2021;12:30:02
1437;140;255;45;48;13,5;550;4;50;17,5;8,046;---;27,83;46,072;5,346;4,675;0,189;07.10.2021;12:30:38
1438;140;255;45;48;13,5;550;4;50;17,5;8,046;---;27,805;46,051;5,378;4,679;0,226;07.10.2021;12:31:16
1439;140;255;45;48;13,5;550;4;50;17,5;8,046;---;27,782;46,063;5,387;4,674;0,178;07.10.2021;12:31:52
1440;140;255;45;48;13,5;550;4;50;17,5;8,043;---;27,779;46,057;5,364;4,676;0,199;07.10.2021;12:32:30
1441;140;255;45;48;13,5;550;4;50;17,5;8,042;---;27,764;46,046;5,368;4,676;0,252;07.10.2021;12:33:07
1442;140;255;45;48;13,5;550;4;50;17,5;8,045;---;27,776;46,055;5,376;4,68;0,224;07.10.2021;12:33:42
1443;141;255;45;32;13,5;550;4;50;15;8,045;Fehler;27,658;46,067;5,223;;0,187;07.10.2021;12:39:33
1444;141;255;45;32;13,5;550;4;50;15;8,058;---;27,746;46,071;5,142;4,673;0,272;07.10.2021;12:40:06
1445;141;255;45;32;13,5;550;4;50;15;8,058;---;27,86;46,041;5,257;4,67;0,234;07.10.2021;12:40:46
1446;141;255;45;32;13,5;550;4;50;15;8,054;---;27,844;46,018;5,356;4,666;0,173;07.10.2021;12:41:19
1447;141;255;45;32;13,5;550;4;50;15;8,05;---;27,802;46,027;5,378;4,675;0,178;07.10.2021;12:41:53
1448;141;255;45;32;13,5;550;4;50;15;8,051;---;27,778;46,041;5,362;4,682;0,197;07.10.2021;12:42:24
1449;141;255;45;32;13,5;550;4;50;15;8,046;---;27,766;46,011;5,346;4,684;0,195;07.10.2021;12:42:59
1450;141;255;45;32;13,5;550;4;50;15;8,045;---;27,762;46,021;5,344;4,689;0,159;07.10.2021;12:43:32
1451;141;255;45;32;13,5;550;4;50;15;8,047;---;27,745;46,025;5,36;4,684;0,16;07.10.2021;12:44:09
1452;141;255;45;32;13,5;550;4;50;15;8,041;---;27,749;46,024;5,36;4,689;0,152;07.10.2021;12:44:40
1453;142;255;45;32;13;550;4;50;17,5;8,06;---;27,624;46,1;5,184;4,4;0,216;07.10.2021;12:46:54
1454;142;255;45;32;13;550;4;50;17,5;8,065;---;27,699;46,076;5,091;4,929;0,152;07.10.2021;12:47:32
1455;142;255;45;32;13;550;4;50;17,5;8,063;---;27,814;46,089;5,232;4,956;0,262;07.10.2021;12:48:08
1456;142;255;45;32;13;550;4;50;17,5;8,058;---;27,867;46,096;5,325;4,858;0,286;07.10.2021;12:48:46
1457;142;255;45;32;13;550;4;50;17,5;8,055;---;27,846;46,092;5,329;4,81;0,272;07.10.2021;12:49:24
1458;142;255;45;32;13;550;4;50;17,5;8,05;---;27,817;46,095;5,325;4,723;0,174;07.10.2021;12:49:58
1459;142;255;45;32;13;550;4;50;17,5;8,051;---;27,793;46,1;5,312;4,729;0,156;07.10.2021;12:50:36
1460;142;255;45;32;13;550;4;50;17,5;8,053;---;27,791;46,068;5,315;4,758;0,229;07.10.2021;12:51:20
1461;142;255;45;32;13;550;4;50;17,5;8,049;---;27,791;46,083;5,331;4,711;0,205;07.10.2021;12:51:51
1462;142;255;45;32;13;550;4;50;17,5;8,052;---;27,784;46,07;5,33;4,719;0,209;07.10.2021;12:52:30
1463;143;255;45;32;13,5;550;5;50;17,5;8,072;---;27,756;46,053;5,197;4,599;0,121;07.10.2021;12:55:59
1464;143;255;45;32;13,5;550;5;50;17,5;8,058;---;27,81;46,032;5,317;4,647;0,228;07.10.2021;12:56:39
1465;143;255;45;32;13,5;550;5;50;17,5;8,054;---;27,852;46,056;5,303;4,703;0,171;07.10.2021;12:57:13
1466;143;255;45;32;13,5;550;5;50;17,5;8,053;---;27,811;46,044;5,324;4,69;0,182;07.10.2021;12:57:52
1467;143;255;45;32;13,5;550;5;50;17,5;8,054;---;27,796;46,052;5,329;4,679;0,187;07.10.2021;12:58:29
1468;143;255;45;32;13,5;550;5;50;17,5;8,053;---;27,785;46,013;5,344;4,675;0,138;07.10.2021;12:59:11
1469;143;255;45;32;13,5;550;5;50;17,5;8,047;---;27,769;46,04;5,363;4,67;0,151;07.10.2021;12:59:44
1470;143;255;45;32;13,5;550;5;50;17,5;8,046;---;27,757;46,038;5,367;4,696;0,166;07.10.2021;13:00:21
1471;143;255;45;32;13,5;550;5;50;17,5;8,044;---;27,755;46,03;5,377;4,682;0,151;07.10.2021;13:01:00
1472;143;255;45;32;13,5;550;5;50;17,5;8,045;---;27,737;46,009;5,384;4,677;0,171;07.10.2021;13:01:42
1473;144;255;45;32;13,5;550;4;50;17,5;8,057;---;27,652;46,073;5,203;4,523;0,135;07.10.2021;13:03:52
1474;144;255;45;32;13,5;550;4;50;17,5;8,059;---;27,745;46,035;5,411;4,802;0,188;07.10.2021;13:04:32
1475;144;255;45;32;13,5;550;4;50;17,5;8,054;---;27,807;46,046;5,342;4,689;0,159;07.10.2021;13:05:09
1476;144;255;45;32;13,5;550;4;50;17,5;8,05;---;27,82;46,045;5,34;4,683;0,204;07.10.2021;13:05:45
1477;144;255;45;32;13,5;550;4;50;17,5;8,046;---;27,816;46,038;5,341;4,677;0,145;07.10.2021;13:06:21
1478;144;255;45;32;13,5;550;4;50;17,5;8,047;---;27,788;46,036;5,346;4,683;0,172;07.10.2021;13:06:57
1479;144;255;45;32;13,5;550;4;50;17,5;8,048;---;27,775;46,032;5,346;4,681;0,158;07.10.2021;13:07:33
1480;144;255;45;32;13,5;550;4;50;17,5;8,048;---;27,756;46,034;5,373;4,698;0,246;07.10.2021;13:08:10
1481;144;255;45;32;13,5;550;4;50;17,5;8,044;---;27,758;46,027;5,379;4,686;0,187;07.10.2021;13:08:46
1482;144;255;45;32;13,5;550;4;50;17,5;8,041;---;27,729;46,02;5,365;4,683;0,185;07.10.2021;13:09:29
1483;145;255;50;32;13,5;550;4;50;17,5;8,073;---;27,714;46,079;5,327;4,614;0,188;07.10.2021;13:14:34
1484;145;255;50;32;13,5;550;4;50;17,5;8,059;---;27,794;46,055;5,382;4,609;0,202;07.10.2021;13:15:13
1485;145;255;50;32;13,5;550;4;50;17,5;8,056;---;27,86;46,057;5,325;4,692;0,191;07.10.2021;13:15:49
1486;145;255;50;32;13,5;550;4;50;17,5;8,054;---;27,82;46,046;5,337;4,694;0,229;07.10.2021;13:16:27
1487;145;255;50;32;13,5;550;4;50;17,5;8,052;---;27,808;46,058;5,339;4,681;0,202;07.10.2021;13:17:02
1488;145;255;50;32;13,5;550;4;50;17,5;8,049;---;27,775;46,054;5,347;4,686;0,228;07.10.2021;13:17:39
1489;145;255;50;32;13,5;550;4;50;17,5;8,05;---;27,765;46,056;5,352;4,692;0,178;07.10.2021;13:18:15
1490;145;255;50;32;13,5;550;4;50;17,5;8,046;---;27,757;46,032;5,357;4,686;0,173;07.10.2021;13:18:52
1491;145;255;50;32;13,5;550;4;50;17,5;8,048;---;27,747;46,022;5,368;4,688;0,204;07.10.2021;13:19:28
1492;145;255;50;32;13,5;550;4;50;17,5;8,044;---;27,758;46,031;5,36;4,685;0,189;07.10.2021;13:20:04
1493;146;260;40;16;14;500;5;25;20;8,117;---;27,768;46,042;5,375;4,616;0,14;07.10.2021;13:28:01
1494;146;260;40;16;14;500;5;25;20;8,085;---;27,699;46,02;5,378;4,677;0,243;07.10.2021;13:28:44
1495;146;260;40;16;14;500;5;25;20;8,08;---;27,69;46,006;5,384;4,695;0,215;07.10.2021;13:29:23
1496;146;260;40;16;14;500;5;25;20;8,076;---;27,642;45,99;5,374;4,708;0,277;07.10.2021;13:30:04
1497;146;260;40;16;14;500;5;25;20;8,076;---;27,607;45,998;5,349;4,789;0,213;07.10.2021;13:30:45
1498;146;260;40;16;14;500;5;25;20;8,075;---;27,577;45,976;5,34;4,776;0,209;07.10.2021;13:31:28
1499;146;260;40;16;14;500;5;25;20;8,072;---;27,58;45,992;5,338;4,793;0,11;07.10.2021;13:32:06
1500;146;260;40;16;14;500;5;25;20;8,071;---;27,571;45,985;5,331;4,792;0,137;07.10.2021;13:32:46
1501;146;260;40;16;14;500;5;25;20;8,071;---;27,562;45,981;5,331;4,792;0,192;07.10.2021;13:33:28
1502;146;260;40;16;14;500;5;25;20;8,069;---;27,55;45,987;5,32;4,781;0,153;07.10.2021;13:34:05
1503;147;260;40;48;13;600;3;75;20;8,076;---;27,588;46,123;5,222;4,416;0,227;07.10.2021;13:36:19
1504;147;260;40;48;13;600;3;75;20;8,084;---;27,788;46,097;5,189;4,733;0,229;07.10.2021;13:36:58
1505;147;260;40;48;13;600;3;75;20;8,073;---;27,871;46,097;5,205;4,694;0,265;07.10.2021;13:37:38
1506;147;260;40;48;13;600;3;75;20;8,067;---;27,882;46,096;5,335;4,688;0,226;07.10.2021;13:38:15
1507;147;260;40;48;13;600;3;75;20;8,069;---;27,851;46,095;5,33;4,711;0,232;07.10.2021;13:38:53
1508;147;260;40;48;13;600;3;75;20;8,062;---;27,829;46,098;5,325;4,699;0,25;07.10.2021;13:39:31
1509;147;260;40;48;13;600;3;75;20;8,061;---;27,818;46,096;5,334;4,703;0,208;07.10.2021;13:40:08
1510;147;260;40;48;13;600;3;75;20;8,061;---;27,811;46,093;5,347;4,699;0,299;07.10.2021;13:40:45
1511;147;260;40;48;13;600;3;75;20;8,061;---;27,807;46,1;5,353;4,697;0,291;07.10.2021;13:41:25
1512;147;260;40;48;13;600;3;75;20;8,059;---;27,802;46,11;5,352;4,71;0,242;07.10.2021;13:42:01
1513;148;260;40;16;13;500;3;25;15;8,107;Fehler;27,792;46,033;0,642;;0,243;07.10.2021;13:44:59
1514;148;260;40;16;13;500;3;25;15;8,088;---;27,805;46,048;5,295;4,884;0,228;07.10.2021;13:45:35
1515;148;260;40;16;13;500;3;25;15;8,083;---;27,777;46,014;5,329;4,94;0,182;07.10.2021;13:46:15
1516;148;260;40;16;13;500;3;25;15;8,08;---;27,801;46,03;5,331;5,001;0,26;07.10.2021;13:46:41
1517;148;260;40;16;13;500;3;25;15;8,075;---;27,779;46,035;5,345;4,99;0,135;07.10.2021;13:47:15
1518;148;260;40;16;13;500;3;25;15;8,074;---;27,745;46,03;5,342;4,979;0,174;07.10.2021;13:47:49
1519;148;260;40;16;13;500;3;25;15;8,071;---;27,755;46,026;5,384;4,996;0,216;07.10.2021;13:48:23
1520;148;260;40;16;13;500;3;25;15;8,072;---;27,749;46,027;5,393;5,001;0,148;07.10.2021;13:48:56
1521;148;260;40;16;13;500;3;25;15;8,073;---;27,739;46,017;5,365;5,011;0,136;07.10.2021;13:49:31
1522;148;260;40;16;13;500;3;25;15;8,071;---;27,721;45,943;5,385;5,016;0,24;07.10.2021;13:50:14
1523;149;260;40;48;14;500;3;75;15;8,069;---;27,82;46,041;5,276;4,492;0,22;07.10.2021;13:52:44
1524;149;260;40;48;14;500;3;75;15;8,056;---;27,822;46,04;5,299;4,642;0,198;07.10.2021;13:53:19
1525;149;260;40;48;14;500;3;75;15;8,049;---;27,799;46,033;5,377;4,652;0,178;07.10.2021;13:53:54
1526;149;260;40;48;14;500;3;75;15;8,045;---;27,774;46,02;5,375;4,648;0,183;07.10.2021;13:54:25
1527;149;260;40;48;14;500;3;75;15;8,043;---;27,759;46,01;5,383;4,658;0,209;07.10.2021;13:54:58
1528;149;260;40;48;14;500;3;75;15;8,04;---;27,753;46,002;5,387;4,654;0,2;07.10.2021;13:55:30
1529;149;260;40;48;14;500;3;75;15;8,04;---;27,716;45,974;5,377;4,653;0,228;07.10.2021;13:56:09
1530;149;260;40;48;14;500;3;75;15;8,04;---;27,719;45,992;5,375;4,654;0,211;07.10.2021;13:56:37
1531;149;260;40;48;14;500;3;75;15;8,038;---;27,673;45,888;5,364;4,62;0,258;07.10.2021;13:57:27
1532;149;260;40;48;14;500;3;75;15;8,062;---;27,809;45,989;5,367;4,619;0,17;07.10.2021;13:58:04
1533;150;260;40;16;14;500;5;75;20;8,071;---;27,645;45,99;5,307;3,693;0,264;07.10.2021;14:00:24
1534;150;260;40;16;14;500;5;75;20;8,077;---;27,652;45,981;5,314;4,765;0,221;07.10.2021;14:01:12
1535;150;260;40;16;14;500;5;75;20;8,069;---;27,649;45,996;5,435;4,785;0,319;07.10.2021;14:01:46
1536;150;260;40;16;14;500;5;75;20;8,064;---;27,621;45,994;5,37;4,791;0,248;07.10.2021;14:02:26
1537;150;260;40;16;14;500;5;75;20;8,062;---;27,588;46,006;5,358;4,789;0,16;07.10.2021;14:03:07
1538;150;260;40;16;14;500;5;75;20;8,061;---;27,553;46,013;5,335;4,782;0,188;07.10.2021;14:03:47
1539;150;260;40;16;14;500;5;75;20;8,058;---;27,54;45,978;5,317;4,789;0,147;07.10.2021;14:04:31
1540;150;260;40;16;14;500;5;75;20;8,059;---;27,532;45,977;5,314;4,784;0,183;07.10.2021;14:05:13
1541;150;260;40;16;14;500;5;75;20;8,056;---;27,529;45,961;5,311;4,783;0,304;07.10.2021;14:05:49
1542;150;260;40;16;14;500;5;75;20;8,057;---;27,513;45,993;5,294;4,771;0,22;07.10.2021;14:06:28
1543;151;260;40;48;13;600;5;75;20;8,061;Fehler;27,472;46,085;5,115;;0,231;07.10.2021;14:08:44
1544;151;260;40;48;13;600;5;75;20;8,078;---;27,717;46,066;5,033;4,673;0,204;07.10.2021;14:09:22
1545;151;260;40;48;13;600;5;75;20;8,071;---;27,69;46,099;5,181;4,685;0,217;07.10.2021;14:10:08
1546;151;260;40;48;13;600;5;75;20;8,067;---;27,89;46,114;5,298;4,689;0,24;07.10.2021;14:10:41
1547;151;260;40;48;13;600;5;75;20;8,067;---;27,886;46,095;5,397;4,698;0,209;07.10.2021;14:11:21
1548;151;260;40;48;13;600;5;75;20;8,065;---;27,853;46,102;5,339;4,685;0,227;07.10.2021;14:12:04
1549;151;260;40;48;13;600;5;75;20;8,063;---;27,829;46,096;5,314;4,691;0,274;07.10.2021;14:12:41
1550;151;260;40;48;13;600;5;75;20;8,064;---;27,826;46,106;5,327;4,69;0,238;07.10.2021;14:13:20
1551;151;260;40;48;13;600;5;75;20;8,066;---;27,815;46,092;5,337;4,691;0,237;07.10.2021;14:14:03
1552;151;260;40;48;13;600;5;75;20;8,066;---;27,809;46,107;5,34;4,692;0,201;07.10.2021;14:14:41
1553;152;260;40;16;14;600;5;75;20;8,072;---;27,631;46,027;5,287;2,163;0,191;07.10.2021;14:16:44
1554;152;260;40;16;14;600;5;75;20;8,084;---;27,683;46,019;5,239;4,796;0,128;07.10.2021;14:17:26
1555;152;260;40;16;14;600;5;75;20;8,075;---;27,666;46,016;5,419;4,792;0,218;07.10.2021;14:18:07
1556;152;260;40;16;14;600;5;75;20;8,07;---;27,619;46,01;5,403;4,79;0,213;07.10.2021;14:18:47
1557;152;260;40;16;14;600;5;75;20;8,07;---;27,595;46,011;5,381;4,785;0,196;07.10.2021;14:19:28
1558;152;260;40;16;14;600;5;75;20;8,07;---;27,562;45,949;5,358;4,782;0,25;07.10.2021;14:20:14
1559;152;260;40;16;14;600;5;75;20;8,067;---;27,558;46;5,34;4,785;0,193;07.10.2021;14:20:48
1560;152;260;40;16;14;600;5;75;20;8,065;---;27,549;45,997;5,326;4,79;0,211;07.10.2021;14:21:28
1561;152;260;40;16;14;600;5;75;20;8,065;---;27,537;46,001;5,323;4,787;0,161;07.10.2021;14:22:09
1562;152;260;40;16;14;600;5;75;20;8,064;---;27,52;45,994;5,313;4,784;0,2;07.10.2021;14:22:56
1563;153;260;40;48;13;500;5;25;20;8,079;---;27,61;46,111;5,151;4,812;0,216;07.10.2021;14:25:33
1564;153;260;40;48;13;500;5;25;20;8,077;---;27,785;46,133;5,198;4,679;0,247;07.10.2021;14:26:14
1565;153;260;40;48;13;500;5;25;20;8,067;---;27,937;46,132;5,284;4,685;0,262;07.10.2021;14:26:55
1566;153;260;40;48;13;500;5;25;20;8,069;---;27,908;46,103;5,294;4,712;0,257;07.10.2021;14:27:34
1567;153;260;40;48;13;500;5;25;20;8,064;---;27,871;46,105;5,32;4,694;0,261;07.10.2021;14:28:15
1568;153;260;40;48;13;500;5;25;20;8,062;---;27,85;46,098;5,328;4,699;0,229;07.10.2021;14:28:54
1569;153;260;40;48;13;500;5;25;20;8,064;---;27,835;46,111;5,351;4,705;0,256;07.10.2021;14:29:35
1570;153;260;40;48;13;500;5;25;20;8,062;---;27,81;46,073;5,356;4,699;0,236;07.10.2021;14:30:21
1571;153;260;40;48;13;500;5;25;20;8,06;---;27,812;46,1;5,366;4,702;0,286;07.10.2021;14:30:55
1572;153;260;40;48;13;500;5;25;20;8,059;---;27,809;46,091;5,363;4,69;0,256;07.10.2021;14:31:33
1573;154;260;40;16;13;600;5;75;20;8,094;---;27,587;46,077;5,296;4,614;0,205;07.10.2021;14:33:43
1574;154;260;40;16;13;600;5;75;20;8,099;---;27,796;46,069;5,282;5,057;0,183;07.10.2021;14:34:26
1575;154;260;40;16;13;600;5;75;20;8,09;---;27,811;46,071;5,372;5,039;0,164;07.10.2021;14:35:06
1576;154;260;40;16;13;600;5;75;20;8,087;---;27,847;46,006;5,368;5,001;0,16;07.10.2021;14:35:54
1577;154;260;40;16;13;600;5;75;20;8,084;---;27,813;46,042;5,357;5,01;0,229;07.10.2021;14:36:26
1578;154;260;40;16;13;600;5;75;20;8,083;---;27,786;46,035;5,367;5,013;0,141;07.10.2021;14:37:07
1579;154;260;40;16;13;600;5;75;20;8,082;---;27,763;46,037;5,362;5,013;0,165;07.10.2021;14:37:47
1580;154;260;40;16;13;600;5;75;20;8,079;---;27,754;46,048;5,394;5,014;0,132;07.10.2021;14:38:27
1581;154;260;40;16;13;600;5;75;20;8,08;---;27,752;46,041;5,374;4,99;0,143;07.10.2021;14:39:08
1582;154;260;40;16;13;600;5;75;20;8,077;---;27,742;46,038;5,368;5,025;0,208;07.10.2021;14:39:48
1583;155;260;40;16;14;600;3;25;20;8,076;---;27,641;45,996;5,306;4,49;0,263;07.10.2021;14:42:00
1584;155;260;40;16;14;600;3;25;20;8,076;---;27,684;46,005;5,308;4,791;0,222;07.10.2021;14:42:39
1585;155;260;40;16;14;600;3;25;20;8,063;---;27,661;46;5,41;4,786;0,188;07.10.2021;14:43:17
1586;155;260;40;16;14;600;3;25;20;8,064;---;27,614;45,988;5,394;4,778;0,254;07.10.2021;14:43:57
1587;155;260;40;16;14;600;3;25;20;8,063;---;27,583;45,975;5,363;4,785;0,273;07.10.2021;14:44:34
1588;155;260;40;16;14;600;3;25;20;8,061;---;27,551;45,991;5,34;4,786;0,212;07.10.2021;14:45:12
1589;155;260;40;16;14;600;3;25;20;8,06;---;27,549;45,992;5,333;4,791;0,172;07.10.2021;14:45:50
1590;155;260;40;16;14;600;3;25;20;8,06;---;27,536;45,953;5,322;4,794;0,23;07.10.2021;14:46:43
1591;155;260;40;16;14;600;3;25;20;8,063;---;27,538;45,983;5,328;4,792;0,122;07.10.2021;14:47:12
1592;155;260;40;16;14;600;3;25;20;8,059;---;27,534;46,011;5,316;4,794;0,239;07.10.2021;14:47:46
1593;156;260;40;48;14;600;5;25;15;8,073;Fehler;27,557;46,072;5,276;;0,207;07.10.2021;14:51:58
1594;156;260;40;48;14;600;5;25;15;8,083;---;27,752;46,02;5,32;4,594;0,207;07.10.2021;14:52:40
1595;156;260;40;48;14;600;5;25;15;8,076;---;27,84;46,02;5,305;4,659;0,225;07.10.2021;14:53:10
1596;156;260;40;48;14;600;5;25;15;8,071;---;27,812;46,018;5,306;4,666;0,192;07.10.2021;14:53:44
1597;156;260;40;48;14;600;5;25;15;8,065;---;27,775;46,012;5,343;4,663;0,171;07.10.2021;14:54:19
1598;156;260;40;48;14;600;5;25;15;8,063;---;27,742;46,019;5,369;4,661;0,122;07.10.2021;14:54:54
1599;156;260;40;48;14;600;5;25;15;8,056;---;27,743;46,008;5,38;4,653;0,166;07.10.2021;14:55:29
1600;156;260;40;48;14;600;5;25;15;8,054;---;27,736;45,998;5,375;4,661;0,135;07.10.2021;14:56:04
1601;156;260;40;48;14;600;5;25;15;8,054;---;27,729;45,979;5,378;4,657;0,166;07.10.2021;14:56:43
1602;156;260;40;48;14;600;5;25;15;8,054;---;27,702;45,947;5,378;4,649;0,214;07.10.2021;14:57:22
1603;157;260;40;48;13;600;5;25;20;8,075;Fehler;27,613;46,117;5,079;;0,258;07.10.2021;14:59:42
1604;157;260;40;48;13;600;5;25;20;8,084;---;27,616;46,076;5,116;4,694;0,187;07.10.2021;15:00:22
1605;157;260;40;48;13;600;5;25;20;8,078;---;27,714;46,105;5,288;4,69;0,2;07.10.2021;15:01:02
1606;157;260;40;48;13;600;5;25;20;8,069;---;27,888;46,113;5,364;4,7;0,211;07.10.2021;15:01:41
1607;157;260;40;48;13;600;5;25;20;8,065;---;27,889;46,094;5,282;4,694;0,208;07.10.2021;15:02:29
1608;157;260;40;48;13;600;5;25;20;8,065;---;27,863;46,11;5,296;4,693;0,244;07.10.2021;15:03:01
1609;157;260;40;48;13;600;5;25;20;8,064;---;27,834;46,099;5,31;4,691;0,281;07.10.2021;15:03:41
1610;157;260;40;48;13;600;5;25;20;8,062;---;27,821;46,105;5,329;4,69;0,325;07.10.2021;15:04:21
1611;157;260;40;48;13;600;5;25;20;8,065;---;27,827;46,101;5,341;4,703;0,232;07.10.2021;15:05:02
1612;157;260;40;48;13;600;5;25;20;8,064;---;27,802;46,103;5,345;4,691;0,244;07.10.2021;15:05:40
1613;158;260;40;48;14;500;3;75;20;8,086;Fehler;27,567;46,042;5,247;;0,263;07.10.2021;15:16:08
1614;158;260;40;48;14;500;3;75;20;8,097;---;27,773;46,045;5,211;4,629;0,144;07.10.2021;15:16:39
1615;158;260;40;48;14;500;3;75;20;8,088;---;27,861;46,044;5,29;4,639;0,163;07.10.2021;15:17:19
1616;158;260;40;48;14;500;3;75;20;8,08;---;27,805;46,035;5,307;4,654;0,144;07.10.2021;15:17:56
1617;158;260;40;48;14;500;3;75;20;8,077;---;27,777;46,006;5,341;4,662;0,231;07.10.2021;15:18:40
1618;158;260;40;48;14;500;3;75;20;8,076;---;27,748;46,026;5,364;4,68;0,129;07.10.2021;15:19:12
1619;158;260;40;48;14;500;3;75;20;8,065;---;27,755;46,006;5,385;4,662;0,145;07.10.2021;15:19:51
1620;158;260;40;48;14;500;3;75;20;8,067;---;27,747;46,006;5,378;4,674;0,184;07.10.2021;15:20:34
1621;158;260;40;48;14;500;3;75;20;8,063;---;27,743;46,036;5,377;4,667;0,156;07.10.2021;15:21:06
1622;158;260;40;48;14;500;3;75;20;8,063;---;27,711;45,938;5,375;4,655;0,232;07.10.2021;15:21:52
1623;159;260;40;48;13;600;3;25;15;8,106;---;27,604;46,109;5,213;4,734;0,223;07.10.2021;15:24:25
1624;159;260;40;48;13;600;3;25;15;8,09;---;27,787;46,127;5,195;4,679;0,249;07.10.2021;15:24:59
1625;159;260;40;48;13;600;3;25;15;8,076;---;27,859;46,114;5,251;4,7;0,289;07.10.2021;15:25:34
1626;159;260;40;48;13;600;3;25;15;8,066;---;27,869;46,108;5,294;4,706;0,236;07.10.2021;15:26:06
1627;159;260;40;48;13;600;3;25;15;8,061;---;27,877;46,099;5,313;4,689;0,241;07.10.2021;15:26:38
1628;159;260;40;48;13;600;3;25;15;8,062;---;27,84;46,083;5,329;4,703;0,265;07.10.2021;15:27:17
1629;159;260;40;48;13;600;3;25;15;8,062;---;27,828;46,087;5,341;4,694;0,221;07.10.2021;15:27:48
1630;159;260;40;48;13;600;3;25;15;8,061;---;27,8;46,103;5,363;4,708;0,239;07.10.2021;15:28:17
1631;159;260;40;48;13;600;3;25;15;8,061;---;27,797;46,066;5,367;4,694;0,259;07.10.2021;15:28:51
1632;159;260;40;48;13;600;3;25;15;8,06;---;27,793;46,098;5,37;4,692;0,323;07.10.2021;15:29:23
1633;160;260;40;48;13;500;3;75;20;8,067;---;27,641;46,079;5,135;4,084;0,247;07.10.2021;15:31:30
1634;160;260;40;48;13;500;3;75;20;8,075;---;27,695;46,098;5,176;4,699;0,301;07.10.2021;15:32:09
1635;160;260;40;48;13;500;3;75;20;8,068;---;27,815;46,11;5,211;4,69;0,198;07.10.2021;15:32:47
1636;160;260;40;48;13;500;3;75;20;8,066;---;27,894;46,115;5,315;4,706;0,322;07.10.2021;15:33:24
1637;160;260;40;48;13;500;3;75;20;8,065;---;27,889;46,077;5,301;4,702;0,278;07.10.2021;15:34:09
1638;160;260;40;48;13;500;3;75;20;8,064;---;27,854;46,1;5,32;4,688;0,21;07.10.2021;15:34:41
1639;160;260;40;48;13;500;3;75;20;8,063;---;27,831;46,095;5,326;4,687;0,221;07.10.2021;15:35:21
1640;160;260;40;48;13;500;3;75;20;8,063;---;27,815;46,113;5,346;4,693;0,339;07.10.2021;15:35:57
1641;160;260;40;48;13;500;3;75;20;8,062;---;27,815;46,087;5,363;4,692;0,367;07.10.2021;15:36:36
1642;160;260;40;48;13;500;3;75;20;8,062;---;27,809;46,104;5,365;4,692;0,257;07.10.2021;15:37:13
1643;161;260;40;16;14;600;3;25;15;8,117;Fehler;27,731;46,043;5,311;;0,225;07.10.2021;15:47:51
1644;161;260;40;16;14;600;3;25;15;8,114;---;27,721;46,016;5,389;4,794;0,286;07.10.2021;15:48:24
1645;161;260;40;16;14;600;3;25;15;8,101;---;27,675;46,022;5,406;4,794;0,242;07.10.2021;15:48:57
1646;161;260;40;16;14;600;3;25;15;8,097;---;27,644;46,012;5,421;4,788;0,183;07.10.2021;15:49:31
1647;161;260;40;16;14;600;3;25;15;8,093;---;27,624;46,011;5,385;4,789;0,189;07.10.2021;15:50:04
